,Year_Week,avg_repeat_purchases_t-1,avg_repeat_purchases_t-2,avg_repeat_purchases_t-3,avg_repeat_purchases_t-4,avg_repeat_purchases_t-5,avg_repeat_purchases_t-6,avg_repeat_purchases_t-7,avg_repeat_purchases_t-8,avg_repeat_purchases_t-9,avg_repeat_purchases_t-10,avg_repeat_purchases_t-11,avg_repeat_purchases_t-12,avg_repeat_purchases_t-13,avg_repeat_purchases_t-14,avg_repeat_purchases_t-15,avg_repeat_purchases_t-16,avg_repeat_purchases_t-17,avg_repeat_purchases_t-18,avg_repeat_purchases_t-19,avg_repeat_purchases_t-20,avg_repeat_purchases_t-21,avg_repeat_purchases_t-22,avg_repeat_purchases_t-23,avg_repeat_purchases_t-24,avg_repeat_purchases_t-25,avg_repeat_purchases_t-26,avg_repeat_purchases_t-27,avg_repeat_purchases_t-28,avg_repeat_purchases_t-29,avg_repeat_purchases_t-30,total_sales_t-1,total_sales_t-2,total_sales_t-3,total_sales_t-4,total_sales_t-5,total_sales_t-6,total_sales_t-7,total_sales_t-8,total_sales_t-9,total_sales_t-10,total_sales_t-11,total_sales_t-12,total_sales_t-13,total_sales_t-14,total_sales_t-15,total_sales_t-16,total_sales_t-17,total_sales_t-18,total_sales_t-19,total_sales_t-20,total_sales_t-21,total_sales_t-22,total_sales_t-23,total_sales_t-24,total_sales_t-25,total_sales_t-26,total_sales_t-27,total_sales_t-28,total_sales_t-29,total_sales_t-30,unique_transactions_t-1,unique_transactions_t-2,unique_transactions_t-3,unique_transactions_t-4,unique_transactions_t-5,unique_transactions_t-6,unique_transactions_t-7,unique_transactions_t-8,unique_transactions_t-9,unique_transactions_t-10,unique_transactions_t-11,unique_transactions_t-12,unique_transactions_t-13,unique_transactions_t-14,unique_transactions_t-15,unique_transactions_t-16,unique_transactions_t-17,unique_transactions_t-18,unique_transactions_t-19,unique_transactions_t-20,unique_transactions_t-21,unique_transactions_t-22,unique_transactions_t-23,unique_transactions_t-24,unique_transactions_t-25,unique_transactions_t-26,unique_transactions_t-27,unique_transactions_t-28,unique_transactions_t-29,unique_transactions_t-30,unique_customers_t-1,unique_customers_t-2,unique_customers_t-3,unique_customers_t-4,unique_customers_t-5,unique_customers_t-6,unique_customers_t-7,unique_customers_t-8,unique_customers_t-9,unique_customers_t-10,unique_customers_t-11,unique_customers_t-12,unique_customers_t-13,unique_customers_t-14,unique_customers_t-15,unique_customers_t-16,unique_customers_t-17,unique_customers_t-18,unique_customers_t-19,unique_customers_t-20,unique_customers_t-21,unique_customers_t-22,unique_customers_t-23,unique_customers_t-24,unique_customers_t-25,unique_customers_t-26,unique_customers_t-27,unique_customers_t-28,unique_customers_t-29,unique_customers_t-30,discounted_transactions_t-1,discounted_transactions_t-2,discounted_transactions_t-3,discounted_transactions_t-4,discounted_transactions_t-5,discounted_transactions_t-6,discounted_transactions_t-7,discounted_transactions_t-8,discounted_transactions_t-9,discounted_transactions_t-10,discounted_transactions_t-11,discounted_transactions_t-12,discounted_transactions_t-13,discounted_transactions_t-14,discounted_transactions_t-15,discounted_transactions_t-16,discounted_transactions_t-17,discounted_transactions_t-18,discounted_transactions_t-19,discounted_transactions_t-20,discounted_transactions_t-21,discounted_transactions_t-22,discounted_transactions_t-23,discounted_transactions_t-24,discounted_transactions_t-25,discounted_transactions_t-26,discounted_transactions_t-27,discounted_transactions_t-28,discounted_transactions_t-29,discounted_transactions_t-30,Beverages_t-1,Beverages_t-2,Beverages_t-3,Beverages_t-4,Beverages_t-5,Beverages_t-6,Beverages_t-7,Beverages_t-8,Beverages_t-9,Beverages_t-10,Beverages_t-11,Beverages_t-12,Beverages_t-13,Beverages_t-14,Beverages_t-15,Beverages_t-16,Beverages_t-17,Beverages_t-18,Beverages_t-19,Beverages_t-20,Beverages_t-21,Beverages_t-22,Beverages_t-23,Beverages_t-24,Beverages_t-25,Beverages_t-26,Beverages_t-27,Beverages_t-28,Beverages_t-29,Beverages_t-30,Butchers_t-1,Butchers_t-2,Butchers_t-3,Butchers_t-4,Butchers_t-5,Butchers_t-6,Butchers_t-7,Butchers_t-8,Butchers_t-9,Butchers_t-10,Butchers_t-11,Butchers_t-12,Butchers_t-13,Butchers_t-14,Butchers_t-15,Butchers_t-16,Butchers_t-17,Butchers_t-18,Butchers_t-19,Butchers_t-20,Butchers_t-21,Butchers_t-22,Butchers_t-23,Butchers_t-24,Butchers_t-25,Butchers_t-26,Butchers_t-27,Butchers_t-28,Butchers_t-29,Butchers_t-30,Computers and electric accessories_t-1,Computers and electric accessories_t-2,Computers and electric accessories_t-3,Computers and electric accessories_t-4,Computers and electric accessories_t-5,Computers and electric accessories_t-6,Computers and electric accessories_t-7,Computers and electric accessories_t-8,Computers and electric accessories_t-9,Computers and electric accessories_t-10,Computers and electric accessories_t-11,Computers and electric accessories_t-12,Computers and electric accessories_t-13,Computers and electric accessories_t-14,Computers and electric accessories_t-15,Computers and electric accessories_t-16,Computers and electric accessories_t-17,Computers and electric accessories_t-18,Computers and electric accessories_t-19,Computers and electric accessories_t-20,Computers and electric accessories_t-21,Computers and electric accessories_t-22,Computers and electric accessories_t-23,Computers and electric accessories_t-24,Computers and electric accessories_t-25,Computers and electric accessories_t-26,Computers and electric accessories_t-27,Computers and electric accessories_t-28,Computers and electric accessories_t-29,Computers and electric accessories_t-30,Electric household essentials_t-1,Electric household essentials_t-2,Electric household essentials_t-3,Electric household essentials_t-4,Electric household essentials_t-5,Electric household essentials_t-6,Electric household essentials_t-7,Electric household essentials_t-8,Electric household essentials_t-9,Electric household essentials_t-10,Electric household essentials_t-11,Electric household essentials_t-12,Electric household essentials_t-13,Electric household essentials_t-14,Electric household essentials_t-15,Electric household essentials_t-16,Electric household essentials_t-17,Electric household essentials_t-18,Electric household essentials_t-19,Electric household essentials_t-20,Electric household essentials_t-21,Electric household essentials_t-22,Electric household essentials_t-23,Electric household essentials_t-24,Electric household essentials_t-25,Electric household essentials_t-26,Electric household essentials_t-27,Electric household essentials_t-28,Electric household essentials_t-29,Electric household essentials_t-30,Food_t-1,Food_t-2,Food_t-3,Food_t-4,Food_t-5,Food_t-6,Food_t-7,Food_t-8,Food_t-9,Food_t-10,Food_t-11,Food_t-12,Food_t-13,Food_t-14,Food_t-15,Food_t-16,Food_t-17,Food_t-18,Food_t-19,Food_t-20,Food_t-21,Food_t-22,Food_t-23,Food_t-24,Food_t-25,Food_t-26,Food_t-27,Food_t-28,Food_t-29,Food_t-30,Furniture_t-1,Furniture_t-2,Furniture_t-3,Furniture_t-4,Furniture_t-5,Furniture_t-6,Furniture_t-7,Furniture_t-8,Furniture_t-9,Furniture_t-10,Furniture_t-11,Furniture_t-12,Furniture_t-13,Furniture_t-14,Furniture_t-15,Furniture_t-16,Furniture_t-17,Furniture_t-18,Furniture_t-19,Furniture_t-20,Furniture_t-21,Furniture_t-22,Furniture_t-23,Furniture_t-24,Furniture_t-25,Furniture_t-26,Furniture_t-27,Furniture_t-28,Furniture_t-29,Furniture_t-30,Milk Products_t-1,Milk Products_t-2,Milk Products_t-3,Milk Products_t-4,Milk Products_t-5,Milk Products_t-6,Milk Products_t-7,Milk Products_t-8,Milk Products_t-9,Milk Products_t-10,Milk Products_t-11,Milk Products_t-12,Milk Products_t-13,Milk Products_t-14,Milk Products_t-15,Milk Products_t-16,Milk Products_t-17,Milk Products_t-18,Milk Products_t-19,Milk Products_t-20,Milk Products_t-21,Milk Products_t-22,Milk Products_t-23,Milk Products_t-24,Milk Products_t-25,Milk Products_t-26,Milk Products_t-27,Milk Products_t-28,Milk Products_t-29,Milk Products_t-30,Patisserie_t-1,Patisserie_t-2,Patisserie_t-3,Patisserie_t-4,Patisserie_t-5,Patisserie_t-6,Patisserie_t-7,Patisserie_t-8,Patisserie_t-9,Patisserie_t-10,Patisserie_t-11,Patisserie_t-12,Patisserie_t-13,Patisserie_t-14,Patisserie_t-15,Patisserie_t-16,Patisserie_t-17,Patisserie_t-18,Patisserie_t-19,Patisserie_t-20,Patisserie_t-21,Patisserie_t-22,Patisserie_t-23,Patisserie_t-24,Patisserie_t-25,Patisserie_t-26,Patisserie_t-27,Patisserie_t-28,Patisserie_t-29,Patisserie_t-30,Cash_t-1,Cash_t-2,Cash_t-3,Cash_t-4,Cash_t-5,Cash_t-6,Cash_t-7,Cash_t-8,Cash_t-9,Cash_t-10,Cash_t-11,Cash_t-12,Cash_t-13,Cash_t-14,Cash_t-15,Cash_t-16,Cash_t-17,Cash_t-18,Cash_t-19,Cash_t-20,Cash_t-21,Cash_t-22,Cash_t-23,Cash_t-24,Cash_t-25,Cash_t-26,Cash_t-27,Cash_t-28,Cash_t-29,Cash_t-30,Credit Card_t-1,Credit Card_t-2,Credit Card_t-3,Credit Card_t-4,Credit Card_t-5,Credit Card_t-6,Credit Card_t-7,Credit Card_t-8,Credit Card_t-9,Credit Card_t-10,Credit Card_t-11,Credit Card_t-12,Credit Card_t-13,Credit Card_t-14,Credit Card_t-15,Credit Card_t-16,Credit Card_t-17,Credit Card_t-18,Credit Card_t-19,Credit Card_t-20,Credit Card_t-21,Credit Card_t-22,Credit Card_t-23,Credit Card_t-24,Credit Card_t-25,Credit Card_t-26,Credit Card_t-27,Credit Card_t-28,Credit Card_t-29,Credit Card_t-30,Digital Wallet_t-1,Digital Wallet_t-2,Digital Wallet_t-3,Digital Wallet_t-4,Digital Wallet_t-5,Digital Wallet_t-6,Digital Wallet_t-7,Digital Wallet_t-8,Digital Wallet_t-9,Digital Wallet_t-10,Digital Wallet_t-11,Digital Wallet_t-12,Digital Wallet_t-13,Digital Wallet_t-14,Digital Wallet_t-15,Digital Wallet_t-16,Digital Wallet_t-17,Digital Wallet_t-18,Digital Wallet_t-19,Digital Wallet_t-20,Digital Wallet_t-21,Digital Wallet_t-22,Digital Wallet_t-23,Digital Wallet_t-24,Digital Wallet_t-25,Digital Wallet_t-26,Digital Wallet_t-27,Digital Wallet_t-28,Digital Wallet_t-29,Digital Wallet_t-30,In-store_t-1,In-store_t-2,In-store_t-3,In-store_t-4,In-store_t-5,In-store_t-6,In-store_t-7,In-store_t-8,In-store_t-9,In-store_t-10,In-store_t-11,In-store_t-12,In-store_t-13,In-store_t-14,In-store_t-15,In-store_t-16,In-store_t-17,In-store_t-18,In-store_t-19,In-store_t-20,In-store_t-21,In-store_t-22,In-store_t-23,In-store_t-24,In-store_t-25,In-store_t-26,In-store_t-27,In-store_t-28,In-store_t-29,In-store_t-30,Online_t-1,Online_t-2,Online_t-3,Online_t-4,Online_t-5,Online_t-6,Online_t-7,Online_t-8,Online_t-9,Online_t-10,Online_t-11,Online_t-12,Online_t-13,Online_t-14,Online_t-15,Online_t-16,Online_t-17,Online_t-18,Online_t-19,Online_t-20,Online_t-21,Online_t-22,Online_t-23,Online_t-24,Online_t-25,Online_t-26,Online_t-27,Online_t-28,Online_t-29,Online_t-30,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15
30,2022-07-25/2022-07-31,0.7209302325581395,0.7228915662650602,0.7058823529411765,0.7176470588235294,0.7142857142857143,0.7027027027027027,0.6923076923076923,0.7241379310344828,0.6451612903225806,0.7037037037037037,0.68,0.6911764705882353,0.7,0.7093023255813954,0.7126436781609196,0.7,0.7051282051282052,0.6891891891891891,0.684931506849315,0.6621621621621622,0.7282608695652174,0.6619718309859155,0.7340425531914894,0.7228915662650602,0.7176470588235294,0.6875,0.7448979591836735,0.7473684210526316,0.7142857142857143,0.2631578947368421,10355.0,9805.5,11066.0,10118.0,10275.5,9549.5,11107.5,10119.5,7254.5,9989.5,9517.5,7874.0,10984.5,9071.5,10365.5,8885.0,8254.5,8229.5,8896.5,8211.0,12574.5,8757.0,12539.0,11102.5,10810.0,11912.5,13441.0,12803.0,9666.5,2778.0,86.0,83.0,85.0,85.0,84.0,74.0,78.0,87.0,62.0,81.0,75.0,68.0,80.0,86.0,87.0,80.0,78.0,74.0,73.0,74.0,92.0,71.0,94.0,83.0,85.0,80.0,98.0,95.0,84.0,19.0,24.0,23.0,25.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,24.0,21.0,24.0,25.0,25.0,24.0,23.0,23.0,23.0,25.0,25.0,24.0,25.0,23.0,24.0,25.0,25.0,24.0,24.0,14.0,26.0,26.0,30.0,27.0,20.0,22.0,25.0,32.0,22.0,27.0,30.0,24.0,31.0,19.0,26.0,23.0,25.0,32.0,27.0,25.0,26.0,23.0,30.0,35.0,28.0,31.0,38.0,39.0,26.0,8.0,1121.5,1459.0,1746.5,888.5,1598.0,1817.0,708.0,1257.5,998.5,697.0,1585.5,1429.0,993.5,807.5,1224.0,884.5,1202.0,1214.0,596.5,1328.5,1075.5,1955.0,1922.0,972.0,1733.0,471.5,1739.0,1718.5,747.0,461.0,1520.0,1752.5,1564.5,1310.5,780.0,2167.0,1293.5,1303.0,732.0,1347.0,2444.5,772.5,920.5,1396.0,1166.5,1693.5,1190.0,1048.5,1344.5,414.5,1492.5,1417.0,2885.5,1707.5,2252.5,2127.5,1789.0,2277.5,1239.5,604.5,1534.0,951.5,1401.5,561.5,2177.0,433.5,1978.0,1175.0,1081.5,1044.0,1064.0,792.0,1410.0,663.0,2083.5,869.5,371.5,911.5,831.0,1855.0,1587.0,794.0,502.0,921.0,553.0,2193.0,1442.0,1657.5,1823.0,150.0,1316.5,1117.5,803.5,1593.5,1374.5,1557.5,2212.5,1798.0,904.0,796.5,1208.0,1376.0,1786.5,1912.0,1158.5,1169.0,1198.0,1159.0,1335.5,1349.5,2771.5,1541.5,1402.5,1649.0,1696.0,601.0,1637.5,1682.0,1028.0,350.0,876.5,1305.5,1475.0,1023.0,292.0,660.5,1467.5,1063.0,1249.5,1165.5,959.5,458.0,833.5,428.5,907.0,1040.0,991.0,724.0,891.0,823.5,998.0,749.0,2203.5,800.0,954.5,1144.0,2100.5,486.5,744.0,414.5,1381.0,1049.0,1607.5,1701.0,1031.5,1091.0,808.0,1234.5,636.5,1602.5,672.5,1499.0,689.0,1472.5,1739.5,1429.5,1556.0,793.5,854.0,692.0,1819.0,599.5,1122.5,2203.0,1750.5,1426.5,1926.0,2411.5,1203.5,50.0,1004.5,1088.5,1718.0,1701.5,1200.0,596.0,769.0,1198.0,777.5,2016.5,926.0,334.0,1620.0,1265.0,1144.5,747.0,1295.5,875.5,1554.5,1139.0,1563.5,909.5,1120.5,917.5,1286.5,2053.0,1220.5,1026.5,1910.5,345.0,1601.0,1082.0,749.5,1338.5,1822.5,1227.0,1871.0,1090.5,875.0,1320.5,657.5,1213.5,2731.5,1127.0,942.0,1052.0,450.5,1503.5,1489.5,609.0,1267.5,791.5,1380.5,1932.5,584.0,1896.0,1586.5,1543.0,971.0,403.0,32.0,31.0,23.0,27.0,22.0,21.0,24.0,31.0,18.0,27.0,30.0,29.0,23.0,31.0,27.0,28.0,25.0,26.0,26.0,24.0,35.0,21.0,33.0,26.0,29.0,25.0,37.0,32.0,30.0,6.0,18.0,21.0,33.0,28.0,32.0,28.0,29.0,24.0,22.0,26.0,22.0,20.0,26.0,25.0,31.0,36.0,21.0,25.0,24.0,27.0,20.0,26.0,30.0,26.0,29.0,27.0,33.0,33.0,31.0,6.0,36.0,31.0,29.0,30.0,30.0,25.0,25.0,32.0,22.0,28.0,23.0,19.0,31.0,30.0,29.0,16.0,32.0,23.0,23.0,23.0,37.0,24.0,31.0,31.0,27.0,28.0,28.0,30.0,23.0,7.0,39.0,31.0,42.0,35.0,38.0,34.0,36.0,44.0,27.0,30.0,38.0,31.0,44.0,47.0,41.0,38.0,41.0,33.0,39.0,23.0,48.0,30.0,44.0,47.0,39.0,29.0,53.0,42.0,48.0,13.0,47.0,52.0,43.0,50.0,46.0,40.0,42.0,43.0,35.0,51.0,37.0,37.0,36.0,39.0,46.0,42.0,37.0,41.0,34.0,51.0,44.0,41.0,50.0,36.0,46.0,51.0,45.0,53.0,36.0,6.0,7151.5,10470.0,10753.5,9493.5,11131.0,11081.5,9311.5,9505.5,11730.0,7670.5,8853.5,9367.5,8519.0,10261.5,7538.5
31,2022-08-01/2022-08-07,0.7051282051282052,0.7209302325581395,0.7228915662650602,0.7058823529411765,0.7176470588235294,0.7142857142857143,0.7027027027027027,0.6923076923076923,0.7241379310344828,0.6451612903225806,0.7037037037037037,0.68,0.6911764705882353,0.7,0.7093023255813954,0.7126436781609196,0.7,0.7051282051282052,0.6891891891891891,0.684931506849315,0.6621621621621622,0.7282608695652174,0.6619718309859155,0.7340425531914894,0.7228915662650602,0.7176470588235294,0.6875,0.7448979591836735,0.7473684210526316,0.7142857142857143,8756.0,10355.0,9805.5,11066.0,10118.0,10275.5,9549.5,11107.5,10119.5,7254.5,9989.5,9517.5,7874.0,10984.5,9071.5,10365.5,8885.0,8254.5,8229.5,8896.5,8211.0,12574.5,8757.0,12539.0,11102.5,10810.0,11912.5,13441.0,12803.0,9666.5,78.0,86.0,83.0,85.0,85.0,84.0,74.0,78.0,87.0,62.0,81.0,75.0,68.0,80.0,86.0,87.0,80.0,78.0,74.0,73.0,74.0,92.0,71.0,94.0,83.0,85.0,80.0,98.0,95.0,84.0,23.0,24.0,23.0,25.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,24.0,21.0,24.0,25.0,25.0,24.0,23.0,23.0,23.0,25.0,25.0,24.0,25.0,23.0,24.0,25.0,25.0,24.0,24.0,34.0,26.0,26.0,30.0,27.0,20.0,22.0,25.0,32.0,22.0,27.0,30.0,24.0,31.0,19.0,26.0,23.0,25.0,32.0,27.0,25.0,26.0,23.0,30.0,35.0,28.0,31.0,38.0,39.0,26.0,1645.0,1121.5,1459.0,1746.5,888.5,1598.0,1817.0,708.0,1257.5,998.5,697.0,1585.5,1429.0,993.5,807.5,1224.0,884.5,1202.0,1214.0,596.5,1328.5,1075.5,1955.0,1922.0,972.0,1733.0,471.5,1739.0,1718.5,747.0,1275.0,1520.0,1752.5,1564.5,1310.5,780.0,2167.0,1293.5,1303.0,732.0,1347.0,2444.5,772.5,920.5,1396.0,1166.5,1693.5,1190.0,1048.5,1344.5,414.5,1492.5,1417.0,2885.5,1707.5,2252.5,2127.5,1789.0,2277.5,1239.5,357.5,1534.0,951.5,1401.5,561.5,2177.0,433.5,1978.0,1175.0,1081.5,1044.0,1064.0,792.0,1410.0,663.0,2083.5,869.5,371.5,911.5,831.0,1855.0,1587.0,794.0,502.0,921.0,553.0,2193.0,1442.0,1657.5,1823.0,2273.5,1316.5,1117.5,803.5,1593.5,1374.5,1557.5,2212.5,1798.0,904.0,796.5,1208.0,1376.0,1786.5,1912.0,1158.5,1169.0,1198.0,1159.0,1335.5,1349.5,2771.5,1541.5,1402.5,1649.0,1696.0,601.0,1637.5,1682.0,1028.0,1981.5,876.5,1305.5,1475.0,1023.0,292.0,660.5,1467.5,1063.0,1249.5,1165.5,959.5,458.0,833.5,428.5,907.0,1040.0,991.0,724.0,891.0,823.5,998.0,749.0,2203.5,800.0,954.5,1144.0,2100.5,486.5,744.0,275.5,1381.0,1049.0,1607.5,1701.0,1031.5,1091.0,808.0,1234.5,636.5,1602.5,672.5,1499.0,689.0,1472.5,1739.5,1429.5,1556.0,793.5,854.0,692.0,1819.0,599.5,1122.5,2203.0,1750.5,1426.5,1926.0,2411.5,1203.5,480.0,1004.5,1088.5,1718.0,1701.5,1200.0,596.0,769.0,1198.0,777.5,2016.5,926.0,334.0,1620.0,1265.0,1144.5,747.0,1295.5,875.5,1554.5,1139.0,1563.5,909.5,1120.5,917.5,1286.5,2053.0,1220.5,1026.5,1910.5,468.0,1601.0,1082.0,749.5,1338.5,1822.5,1227.0,1871.0,1090.5,875.0,1320.5,657.5,1213.5,2731.5,1127.0,942.0,1052.0,450.5,1503.5,1489.5,609.0,1267.5,791.5,1380.5,1932.5,584.0,1896.0,1586.5,1543.0,971.0,28.0,32.0,31.0,23.0,27.0,22.0,21.0,24.0,31.0,18.0,27.0,30.0,29.0,23.0,31.0,27.0,28.0,25.0,26.0,26.0,24.0,35.0,21.0,33.0,26.0,29.0,25.0,37.0,32.0,30.0,24.0,18.0,21.0,33.0,28.0,32.0,28.0,29.0,24.0,22.0,26.0,22.0,20.0,26.0,25.0,31.0,36.0,21.0,25.0,24.0,27.0,20.0,26.0,30.0,26.0,29.0,27.0,33.0,33.0,31.0,26.0,36.0,31.0,29.0,30.0,30.0,25.0,25.0,32.0,22.0,28.0,23.0,19.0,31.0,30.0,29.0,16.0,32.0,23.0,23.0,23.0,37.0,24.0,31.0,31.0,27.0,28.0,28.0,30.0,23.0,41.0,39.0,31.0,42.0,35.0,38.0,34.0,36.0,44.0,27.0,30.0,38.0,31.0,44.0,47.0,41.0,38.0,41.0,33.0,39.0,23.0,48.0,30.0,44.0,47.0,39.0,29.0,53.0,42.0,48.0,37.0,47.0,52.0,43.0,50.0,46.0,40.0,42.0,43.0,35.0,51.0,37.0,37.0,36.0,39.0,46.0,42.0,37.0,41.0,34.0,51.0,44.0,41.0,50.0,36.0,46.0,51.0,45.0,53.0,36.0,10470.0,10753.5,9493.5,11131.0,11081.5,9311.5,9505.5,11730.0,7670.5,8853.5,9367.5,8519.0,10261.5,7538.5,10598.0
32,2022-08-08/2022-08-14,0.6666666666666666,0.7051282051282052,0.7209302325581395,0.7228915662650602,0.7058823529411765,0.7176470588235294,0.7142857142857143,0.7027027027027027,0.6923076923076923,0.7241379310344828,0.6451612903225806,0.7037037037037037,0.68,0.6911764705882353,0.7,0.7093023255813954,0.7126436781609196,0.7,0.7051282051282052,0.6891891891891891,0.684931506849315,0.6621621621621622,0.7282608695652174,0.6619718309859155,0.7340425531914894,0.7228915662650602,0.7176470588235294,0.6875,0.7448979591836735,0.7473684210526316,7151.5,8756.0,10355.0,9805.5,11066.0,10118.0,10275.5,9549.5,11107.5,10119.5,7254.5,9989.5,9517.5,7874.0,10984.5,9071.5,10365.5,8885.0,8254.5,8229.5,8896.5,8211.0,12574.5,8757.0,12539.0,11102.5,10810.0,11912.5,13441.0,12803.0,69.0,78.0,86.0,83.0,85.0,85.0,84.0,74.0,78.0,87.0,62.0,81.0,75.0,68.0,80.0,86.0,87.0,80.0,78.0,74.0,73.0,74.0,92.0,71.0,94.0,83.0,85.0,80.0,98.0,95.0,23.0,23.0,24.0,23.0,25.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,24.0,21.0,24.0,25.0,25.0,24.0,23.0,23.0,23.0,25.0,25.0,24.0,25.0,23.0,24.0,25.0,25.0,24.0,21.0,34.0,26.0,26.0,30.0,27.0,20.0,22.0,25.0,32.0,22.0,27.0,30.0,24.0,31.0,19.0,26.0,23.0,25.0,32.0,27.0,25.0,26.0,23.0,30.0,35.0,28.0,31.0,38.0,39.0,1000.0,1645.0,1121.5,1459.0,1746.5,888.5,1598.0,1817.0,708.0,1257.5,998.5,697.0,1585.5,1429.0,993.5,807.5,1224.0,884.5,1202.0,1214.0,596.5,1328.5,1075.5,1955.0,1922.0,972.0,1733.0,471.5,1739.0,1718.5,1109.5,1275.0,1520.0,1752.5,1564.5,1310.5,780.0,2167.0,1293.5,1303.0,732.0,1347.0,2444.5,772.5,920.5,1396.0,1166.5,1693.5,1190.0,1048.5,1344.5,414.5,1492.5,1417.0,2885.5,1707.5,2252.5,2127.5,1789.0,2277.5,1381.5,357.5,1534.0,951.5,1401.5,561.5,2177.0,433.5,1978.0,1175.0,1081.5,1044.0,1064.0,792.0,1410.0,663.0,2083.5,869.5,371.5,911.5,831.0,1855.0,1587.0,794.0,502.0,921.0,553.0,2193.0,1442.0,1657.5,813.0,2273.5,1316.5,1117.5,803.5,1593.5,1374.5,1557.5,2212.5,1798.0,904.0,796.5,1208.0,1376.0,1786.5,1912.0,1158.5,1169.0,1198.0,1159.0,1335.5,1349.5,2771.5,1541.5,1402.5,1649.0,1696.0,601.0,1637.5,1682.0,432.0,1981.5,876.5,1305.5,1475.0,1023.0,292.0,660.5,1467.5,1063.0,1249.5,1165.5,959.5,458.0,833.5,428.5,907.0,1040.0,991.0,724.0,891.0,823.5,998.0,749.0,2203.5,800.0,954.5,1144.0,2100.5,486.5,827.0,275.5,1381.0,1049.0,1607.5,1701.0,1031.5,1091.0,808.0,1234.5,636.5,1602.5,672.5,1499.0,689.0,1472.5,1739.5,1429.5,1556.0,793.5,854.0,692.0,1819.0,599.5,1122.5,2203.0,1750.5,1426.5,1926.0,2411.5,943.0,480.0,1004.5,1088.5,1718.0,1701.5,1200.0,596.0,769.0,1198.0,777.5,2016.5,926.0,334.0,1620.0,1265.0,1144.5,747.0,1295.5,875.5,1554.5,1139.0,1563.5,909.5,1120.5,917.5,1286.5,2053.0,1220.5,1026.5,645.5,468.0,1601.0,1082.0,749.5,1338.5,1822.5,1227.0,1871.0,1090.5,875.0,1320.5,657.5,1213.5,2731.5,1127.0,942.0,1052.0,450.5,1503.5,1489.5,609.0,1267.5,791.5,1380.5,1932.5,584.0,1896.0,1586.5,1543.0,26.0,28.0,32.0,31.0,23.0,27.0,22.0,21.0,24.0,31.0,18.0,27.0,30.0,29.0,23.0,31.0,27.0,28.0,25.0,26.0,26.0,24.0,35.0,21.0,33.0,26.0,29.0,25.0,37.0,32.0,27.0,24.0,18.0,21.0,33.0,28.0,32.0,28.0,29.0,24.0,22.0,26.0,22.0,20.0,26.0,25.0,31.0,36.0,21.0,25.0,24.0,27.0,20.0,26.0,30.0,26.0,29.0,27.0,33.0,33.0,16.0,26.0,36.0,31.0,29.0,30.0,30.0,25.0,25.0,32.0,22.0,28.0,23.0,19.0,31.0,30.0,29.0,16.0,32.0,23.0,23.0,23.0,37.0,24.0,31.0,31.0,27.0,28.0,28.0,30.0,33.0,41.0,39.0,31.0,42.0,35.0,38.0,34.0,36.0,44.0,27.0,30.0,38.0,31.0,44.0,47.0,41.0,38.0,41.0,33.0,39.0,23.0,48.0,30.0,44.0,47.0,39.0,29.0,53.0,42.0,36.0,37.0,47.0,52.0,43.0,50.0,46.0,40.0,42.0,43.0,35.0,51.0,37.0,37.0,36.0,39.0,46.0,42.0,37.0,41.0,34.0,51.0,44.0,41.0,50.0,36.0,46.0,51.0,45.0,53.0,10753.5,9493.5,11131.0,11081.5,9311.5,9505.5,11730.0,7670.5,8853.5,9367.5,8519.0,10261.5,7538.5,10598.0,8940.5
